,bill_id,bill_slug,bill_type,number,bill_uri,title,short_title,sponsor_id,sponsor_uri,sponsor_title,sponsor_name,sponsor_state,sponsor_party,introduced_date,cosponsors,cosponsors_by_party,committees,committee_codes,subcommittee_codes,primary_subject,latest_major_action_date,latest_major_action,active,last_vote,enacted,vetoed,gpo_pdf_uri,congressdotgov_url,govtrack_url,house_passage,senate_passage,summary,summary_short
314,hr5436-111,hr5436,hr,H.R.5436,https://api.propublica.org/congress/v1/111/bills/hr5436.json,To prohibit the Minerals Management Service from issuing permits or environmental or safety waivers for any deepwater drilling rig in the Gulf of Mexico until the discharge of oil from the last Deepwater Horizon well has stopped and a congressional committee has issued a report finding the cause of the explosion on and sinking of the Deepwater Horizon.,,B001260,https://api.propublica.org/congress/v1/members/B001260.json,Rep.,Vern Buchanan,FL,R,2010-05-27,0,{},House Natural Resources,[],[],Energy,2010-06-01,Referred to the Subcommittee on Energy and Mineral Resources.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5436,https://www.govtrack.us/congress/bills/111/hr5436,,,Prohibits the Minerals Management Service of the Department of the Interior from issuing any permit or granting any waiver of any environmental or safety requirement or restriction under any federal law for any deepwater drilling rig in the Gulf of Mexico before the date on which: (1) the discharge of oil from the last well drilled by the semi-submersible drilling rig Deepwater Horizon has stopped; and (2) a Committee of the House of Representatives or the Senate has issued a report that includes a finding of the cause of the explosion on and sinking of that drilling rig.,Prohibits the Minerals Management Service of the Department of the Interior from issuing any permit or granting any waiver of any environmental or safety requirement or restriction under any federal law for any deepwater drilling rig in the Gulf of Mexico before the date on which: (1) the discharge of oil from the last well drilled by the semi-submersible drilling rig Deepwater Horizon has stopped; and (2) a Committee of the House of Representatives or the Senate has issued a report that incl...
315,hr5476-111,hr5476,hr,H.R.5476,https://api.propublica.org/congress/v1/111/bills/hr5476.json,"To assist in the creation of new jobs by providing financial incentives for owners of commercial buildings and multifamily residential buildings to retrofit their buildings with energy efficient building equipment and materials, and for other purposes.",Building Star Energy Efficiency Act of 2010,W000800,https://api.propublica.org/congress/v1/members/W000800.json,Rep.,Peter Welch,VT,D,2010-05-28,20,"{'D': 16, 'R': 4}",House Energy and Commerce,[],[],Energy,2010-05-28,Referred to the House Committee on Energy and Commerce.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5476,https://www.govtrack.us/congress/bills/111/hr5476,,,"Building Star Energy Efficiency Act of 2010 - Establishes in the Department of Energy (DOE) the Building Star Energy Efficiency Rebate Program of 2010. Directs the Secretary of Energy to issue rebates to building owners to offset a portion of the cost of purchasing and installing qualifying equipment or materials or undertaking qualifying services to enhance the energy efficiency of existing commercial buildings and multifamily residential buildings. Prescribes rebates for the purchase and installation of qualifying: (1) insulation, windows, and qualified high-efficiency window films and screens; (2) new energy efficient equipment, such as boilers, furnaces, and water heaters; (3) unitary air conditioners and unitary heat pumps; (4) variable speed drives for motors; and (5) interior lighting. Prescribes calculations for reductions in: (1) installed lighting power resulting from installation of qualified interior lighting; and (2) annual energy usage resulting from installation of qualified exterior lighting. Prescribes calculations also for rebates for qualified: (1) replacement chillers; (2) qualifying services to enhance the energy efficiency of buildings; (3) energy-efficient building operation and maintenance training; (4) service on space heating equipment and cooling systems, (5) energy monitoring and management systems with analog controls; and (6) HVAC testing, balancing, and duct sealing. Directs the Secretary to: (1) establish a Building Star Energy Efficiency Loan Program to make grants to states to support financial assistance provided by qualified program delivery entities for making energy efficiency and renewable energy improvements to existing buildings that qualify under the Building Star energy retrofit program. Amends the Energy Policy Act of 2005 to: (1) direct the Secretary to make guarantees for energy efficiency projects, including projects to retrofit residential, commercial, and industrial buildings, facilities, and equipment; and (2) authorize the Secretary, in the case of programs that finance such retrofitting, to offer loan guarantees for portfolios of debt obligations, and to purchase or make commitments to purchase portfolios of debt obligations. Prescribes prevailing wage rate requirements for work conducted using rebates or financial assistance.",Building Star Energy Efficiency Act of 2010 - Establishes in the Department of Energy (DOE) the Building Star Energy Efficiency Rebate Program of 2010. Directs the Secretary of Energy to issue rebates to building owners to offset a portion of the cost of purchasing and installing qualifying equipment or materials or undertaking qualifying services to enhance the energy efficiency of existing commercial buildings and multifamily residential buildings. Prescribes rebates for the purchase and in...
316,s3433-111,s3433,s,S.3433,https://api.propublica.org/congress/v1/111/bills/s3433.json,"A bill to prohibit the leasing of the Pacific, Atlantic, Eastern Gulf of Mexico, and Central Gulf of Mexico Regions of the outer Continental Shelf and to increase fuel economy standards.",Clean Coasts and Efficient Cars Act of 2010,S000033,https://api.propublica.org/congress/v1/members/S000033.json,Sen.,Bernard Sanders,VT,I,2010-05-27,0,{},Senate Energy and Natural Resources,[],[],Energy,2010-05-27,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3433,https://www.govtrack.us/congress/bills/111/s3433,,,"Clean Coasts and Efficient Cars Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease or permit for the exploration, development, or production of oil or natural gas in: (1) the Pacific and Atlantic Regions of the outer Continental Shelf; or (2) certain areas in the Gulf of Mexico. Replaces current fuel economy standards for automobiles for model years 2021 through 2030 with new standards for model years 2017 through 2030. Requires the Secretary of Transportation to prescribe an average fuel economy standard for passenger and non-passenger automobiles for each model year beginning with model year 2017 to achieve a combined fuel economy average for model year 2030 of at least 55 miles per gallon for the total fleet of passenger and non-passenger automobiles manufactured for sale in the United States for that model year (excluding light-duty vehicles that draw motive power from a battery with a capacity larger than 4 kilowatt-hours). Directs the Administrator of the Environmental Protection Agency (EPA), in collaboration with the Administrator of the National Highway Transportation Safety Administration (NHTSA), to ensure continued progress in significantly improving motor vehicle fuel efficiency and reducing greenhouse gas emissions by setting motor vehicle emission and fuel economy standards for model year 2017 and subsequent model years that reflect the greatest emission reductions and fuel efficiency improvement achievable through the application of technology that will be available for the model year to which the standards apply, considering the costs associated with the application of technology and other appropriate factors.","Clean Coasts and Efficient Cars Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease or permit for the exploration, development, or production of oil or natural gas in: (1) the Pacific and Atlantic Regions of the outer Continental Shelf; or (2) certain areas in the Gulf of Mexico. Replaces current fuel economy standards for automobiles for model years 2021 through 2030 with new standards for model years 2017 through 2030. Re..."
317,s3443-111,s3443,s,S.3443,https://api.propublica.org/congress/v1/111/bills/s3443.json,A bill to amend the Outer Continental Shelf Lands Act to eliminate the 30-day time limit for exploration plans.,,L000123,https://api.propublica.org/congress/v1/members/L000123.json,Sen.,Frank R. Lautenberg,NJ,D,2010-05-27,0,{},Senate Energy and Natural Resources,[],[],Energy,2010-05-27,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3443,https://www.govtrack.us/congress/bills/111/s3443,,,Amends the Outer Continental Shelf Lands Act to repeal the requirement that the Secretary of the Interior approve plans for geological and geophysical (including oil and natural gas) explorations in the outer Continental Shelf within 30 days after submission.,Amends the Outer Continental Shelf Lands Act to repeal the requirement that the Secretary of the Interior approve plans for geological and geophysical (including oil and natural gas) explorations in the outer Continental Shelf within 30 days after submission.
318,s3434-111,s3434,s,S.3434,https://api.propublica.org/congress/v1/111/bills/s3434.json,"A bill to provide for the establishment of a Home Star Retrofit Rebate Program, and for other purposes.",Home Star Energy Retrofit Act of 2010,B000468,https://api.propublica.org/congress/v1/members/B000468.json,Sen.,Jeff Bingaman,NM,D,2010-05-27,33,"{'D': 30, 'R': 4, 'ID': 1}",Senate Finance,[],[],Energy,2010-05-27,Read twice and referred to the Committee on Finance.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3434,https://www.govtrack.us/congress/bills/111/s3434,,,"Home Star Energy Retrofit Act of 2010 - Requires the Secretary of Energy to establish: (1) the Home Star Retrofit Rebate Program to provide rebates to contractors to be passed through as discounts to homeowners who retrofit their homes to achieve energy savings; (2) a Federal Rebate Processing System to enable rebate aggregators to submit claims for reimbursement; and (3) a national retrofit website and public information campaign that provide information on the Program. Requires the Secretary to ensure that rebates are available to homeowners within 90 days of this Act's enactment. Requires the Secretary to: (1) develop a network of rebate aggregators that can facilitate the delivery of rebates to reimburse participating contractors and vendors; and (2) develop guidelines for states to allow utilities participating as rebate aggregators to count the energy savings from their participation toward state-level energy saving targets. Sets forth eligibility criteria for rebate aggregators. Establishes: (1) a Silver Star Home Energy Retrofit Program to award rebates during the first year after this Act's enactment for the energy retrofit of a home for the installation of specified energy saving measures, including air-sealing and insulation measures, duct seal or replacement, window, door, skylight, or roof replacement, heating or cooling system replacement, water heater replacement, water temperature controllers, and window film installation; and (2) a Gold Star Home Energy Retrofit Program to award rebates for retrofits that achieve whole home energy savings. Authorizes Silver Star and Gold Star rebates to be provided for the same home under specified circumstances. Sets forth provisions concerning: (1) the amount of the rebates (up to $3,000 per home for Silver Star rebates or $8,000 per home for Gold Star rebates); and (2) the treatment of rebates for tax purposes (excluded from taxable income). Requires a state that receives funding under this Act to submit to the Secretary a plan to implement a quality assurance program that covers all federally assisted residential efficiency retrofit work administered, supervised, or sponsored by the state. Requires the Secretary to establish a Home Star Energy Efficiency Loan Program to make funds available to states to support financial assistance provided by qualified financing entities for making, to existing homes, energy efficiency improvements that qualify under the Silver Star or Gold Star programs. Terminates such program two years after this Act's enactment.",Home Star Energy Retrofit Act of 2010 - Requires the Secretary of Energy to establish: (1) the Home Star Retrofit Rebate Program to provide rebates to contractors to be passed through as discounts to homeowners who retrofit their homes to achieve energy savings; (2) a Federal Rebate Processing System to enable rebate aggregators to submit claims for reimbursement; and (3) a national retrofit website and public information campaign that provide information on the Program. Requires the Secretar...
319,s3410-111,s3410,s,S.3410,https://api.propublica.org/congress/v1/111/bills/s3410.json,"A bill to create a fair and efficient system to resolve claims of victims for economic injury caused by the Deepwater Horizon incident, and to direct the Secretary of the Interior to renegotiate the terms of the lease known as ""Mississippi Canyon 252"" with respect to claims relating to the Deepwater Horizon explosion and oil spill that exceed existing applicable economic liability limitations.",Acceptance of Liability and Expedited Claims at Mississippi Canyon 252 Act,V000127,https://api.propublica.org/congress/v1/members/V000127.json,Sen.,David Vitter,LA,R,2010-05-25,3,{'R': 3},,[],[],Energy,2010-05-26,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 410.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3410,https://www.govtrack.us/congress/bills/111/s3410,,,"Acceptance of Liability and Expedited Claims at Mississippi Canyon 252 Act - Establishes within the Department of the Interior the Office of Deepwater Horizon Claims Compensation (Office) to compensate, on a no-fault basis and in a nonadversarial manner, persons and governmental entities that have incurred damages as a result of the Deepwater Horizon incident. Makes the Office Administrator responsible for processing claims for compensation for damages. Requires the Administrator to: (1) establish comprehensive claimant assistance and resource centers in areas with large concentrations of potential claimants; and (2) designate categories of claims to be handled on an expedited basis as a result of extreme financial hardship. Imposes a stay upon any claim for monetary damages pending in federal or state court related to the Deepwater Horizon incident. Makes any such claim eligible for disposition only if the claimant elects to pursue it under this Act. Requires the Administrator to establish an Advisory Committee on Deepwater Horizon Compensation. Sets forth the essential elements of an eligible claim for damages, including proof, by a preponderance of the evidence, that the claimant suffered damages as a result of the Deepwater Horizon incident. Declares that a claimant shall not be required to demonstrate that such damages resulted from the negligence or other fault of any other person. Sets forth claims procedures. Covers damages for losses to real or personal property, subsistence use, revenues, profits and earning capacity, and the costs of public services. Confers on the U.S. District Court for the District of Columbia exclusive jurisdiction over any action for declaratory or injunctive relief challenging any provision of this Act. Directs the Secretary of the Interior to renegotiate the terms of the ""Mississippi Canyon 252"" lease to reflect statements made in a certain letter from the Group Chief Executive of British Petroleum Exploration &amp; Production, Incorporated (BP) to the Secretaries of Homeland Security and of the Interior that BP is ""prepared to pay above $75 million"" on ""all legitimate claims"" relating to that explosion and oil spill. Requires BP, as a condition of such renegotiated lease, to pay all damages awarded pursuant to this Act.","Acceptance of Liability and Expedited Claims at Mississippi Canyon 252 Act - Establishes within the Department of the Interior the Office of Deepwater Horizon Claims Compensation (Office) to compensate, on a no-fault basis and in a nonadversarial manner, persons and governmental entities that have incurred damages as a result of the Deepwater Horizon incident. Makes the Office Administrator responsible for processing claims for compensation for damages. Requires the Administrator to: (1) esta..."
320,hres1347-111,hres1347,hres,H.RES.1347,https://api.propublica.org/congress/v1/111/bills/hres1347.json,"Honoring the workers who perished on the Deepwater Horizon offshore oil platform in the Gulf of Mexico off the coast of Louisiana, extending condolences to their families, and recognizing the valiant efforts of emergency response workers at the disaster site.",,M001161,https://api.propublica.org/congress/v1/members/M001161.json,Rep.,Charlie Melancon,LA,D,2010-05-11,70,"{'R': 22, 'D': 48}",House Oversight and Government Reform,[],[],Energy,2010-05-26,Motion to reconsider laid on the table Agreed to without objection.,,2010-05-26,,,,https://www.congress.gov/bill/111th-congress/house-resolution/1347,https://www.govtrack.us/congress/bills/111/hres1347,,,"Recognizes the untimely and tragic loss of the 11 workers from the states of Louisiana, Mississippi, and Texas who died on the Deepwater Horizon offshore oil platform in the Gulf of Mexico off the coast of Louisiana. Extends the deepest condolences of the nation to the families of these men. Recognizes all employees on the Deepwater Horizon for their hard work and sacrifice. Commends the rescue crews for their valiant efforts to rescue these workers and others on the platform. Honors the many volunteers who provided support and comfort for the families of these people during this difficult time.","Recognizes the untimely and tragic loss of the 11 workers from the states of Louisiana, Mississippi, and Texas who died on the Deepwater Horizon offshore oil platform in the Gulf of Mexico off the coast of Louisiana. Extends the deepest condolences of the nation to the families of these men. Recognizes all employees on the Deepwater Horizon for their hard work and sacrifice. Commends the rescue crews for their valiant efforts to rescue these workers and others on the platform. Honors the many..."
321,s3409-111,s3409,s,S.3409,https://api.propublica.org/congress/v1/111/bills/s3409.json,A bill to make certain adjustments to the price analysis of propane prepared by the Secretary of Commerce.,,L000550,https://api.propublica.org/congress/v1/members/L000550.json,Sen.,Mary L. Landrieu,LA,D,2010-05-25,6,"{'R': 5, 'D': 1}",Senate Energy and Natural Resources,[],[],Energy,2010-05-25,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3409,https://www.govtrack.us/congress/bills/111/s3409,,,"Amends the Propane Education and Research Act of 1996 to revise requirements for the annual report by the Secretary of Commerce to the Propane Education and Research Council, the Secretary of Energy, and the public analyzing changes in the price of propane relative to other energy sources. Requires the analysis to compare indexed changes in the average price of consumer grade propane to all end users to an equally weighted composite of indexed changes in the price of residential electricity, residential natural gas, and refiner price to end users of No. 2 fuel oil on an annual national average basis. (Currently, the comparison is to be made of indexed changes in the price of consumer grade propane to a composite of indexed changes in the price of residential electricity, residential natural gas, and refiner price.) Directs the Secretary of Commerce, within 60 days after enactment of this Act, to prepare and make available to the public an updated propane price analysis reflecting the amendment made by this Act.","Amends the Propane Education and Research Act of 1996 to revise requirements for the annual report by the Secretary of Commerce to the Propane Education and Research Council, the Secretary of Energy, and the public analyzing changes in the price of propane relative to other energy sources. Requires the analysis to compare indexed changes in the average price of consumer grade propane to all end users to an equally weighted composite of indexed changes in the price of residential electricity, ..."
322,hr5358-111,hr5358,hr,H.R.5358,https://api.propublica.org/congress/v1/111/bills/hr5358.json,"To amend the Outer Continental Shelf Lands Act to prohibit oil and gas preleasing, leasing, and related activities in certain areas of the Outer Continental Shelf off the coast of Florida, and for other purposes.",Florida Coastal Protection Act,C001066,https://api.propublica.org/congress/v1/members/C001066.json,Rep.,Kathy Castor,FL,D,2010-05-20,11,"{'D': 8, 'R': 3}",House Natural Resources,[],[],Energy,2010-05-24,Referred to the Subcommittee on Energy and Mineral Resources.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5358,https://www.govtrack.us/congress/bills/111/hr5358,,,Florida Coastal Protection Act - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from offering for oil and gas leasing or preleasing (including any related activity) any tract located in: (1) a specified area of the Eastern Gulf of Mexico; (2) the South Atlantic Planning Area; or (3) the Straits of Florida Planning Area.,Florida Coastal Protection Act - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from offering for oil and gas leasing or preleasing (including any related activity) any tract located in: (1) a specified area of the Eastern Gulf of Mexico; (2) the South Atlantic Planning Area; or (3) the Straits of Florida Planning Area.
323,s3391-111,s3391,s,S.3391,https://api.propublica.org/congress/v1/111/bills/s3391.json,A bill to provide for accelerated revenue sharing of Outer Continental Shelf revenues to promote coastal resiliency among Gulf producing states.,Restoring Ecosystem Sustainability and Protection on the Delta Act,L000550,https://api.propublica.org/congress/v1/members/L000550.json,Sen.,Mary L. Landrieu,LA,D,2010-05-20,0,{},Senate Energy and Natural Resources,[],[],Energy,2010-05-20,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3391,https://www.govtrack.us/congress/bills/111/s3391,,,"Restoring Ecosystem Sustainability and Protection on the Delta Act - Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2010 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share). Declares that the historical lease sites in the 2002-2007 planning area shall include all leases entered into by the Secretary of Energy for an area in the Gulf of Mexico between October 1, 1982 (or an earlier date if practicable) and December 31, 2015.",Restoring Ecosystem Sustainability and Protection on the Delta Act - Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2010 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share). Declares that the historical lease sites in the 2002-2007 planning area shall include all leases entered into by the Secretary of Energy for an area in the Gulf of Mexico between October...
324,hr5352-111,hr5352,hr,H.R.5352,https://api.propublica.org/congress/v1/111/bills/hr5352.json,To require hydroelectric energy generated in Alaska to be considered as renewable energy for purposes of Federal programs and standards.,Alaska Clean Energy Development Act,Y000033,https://api.propublica.org/congress/v1/members/Y000033.json,Rep.,Don Young,AK,R,2010-05-20,0,{},House Ways and Means; House Energy and Commerce,[],[],Energy,2010-05-20,Referred to House Energy and Commerce,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5352,https://www.govtrack.us/congress/bills/111/hr5352,,,"Alaska Clean Energy Development Act - Includes as renewable energy, for purposes of any federal program or standard, hydroelectric energy generated in the state of Alaska by a hydroelectric facility: (1) that has a nameplate capacity rating of a wattage that is less than 50 megawatts; or (2) through the use of a lake tap or siphon, pumped storage, or a run of the river system. Amends the Internal Revenue Code to make such a hydroelectric facility that is placed in service after the date of enactment of this Act eligible for the renewable electricity production tax credit.","Alaska Clean Energy Development Act - Includes as renewable energy, for purposes of any federal program or standard, hydroelectric energy generated in the state of Alaska by a hydroelectric facility: (1) that has a nameplate capacity rating of a wattage that is less than 50 megawatts; or (2) through the use of a lake tap or siphon, pumped storage, or a run of the river system. Amends the Internal Revenue Code to make such a hydroelectric facility that is placed in service after the date of en..."
325,s3385-111,s3385,s,S.3385,https://api.propublica.org/congress/v1/111/bills/s3385.json,"A bill to amend the Mineral Leasing Act to require the Secretary of the Interior to determine the impact of any proposed modification to the policy of the Department of the Interior relating to any onshore oil or natural gas preleasing or leasing activity, and for other purposes.",American Energy and Western Jobs Act,B000382,https://api.propublica.org/congress/v1/members/B000382.json,Sen.,Robert F. Bennett,UT,R,2010-05-19,3,{'R': 3},Senate Energy and Natural Resources,[],[],Energy,2010-05-19,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3385,https://www.govtrack.us/congress/bills/111/s3385,,,"American Energy and Western Jobs Act - Rescinds Bureau of Land Management (BLM) Instruction Memoranda numbered 2010-117 (Oil and Gas Leasing Reform  Land Use Planning and Lease Parcel Reviews) and 2010-118 (Energy Policy Act Section 390 Categorical Exclusion Policy Revision), issued on May 17, 2010, and declares that they shall have no force or effect. Amends the Mineral Leasing Act to direct the Secretary of the Interior, before modifying and implementing any onshore oil or natural gas preleasing or leasing and development policy, to complete an economic impact assessment and determine that the proposed modification will not: (1) result in a detrimental impact on employment opportunities relating to oil- and natural gas-related development; (2) contribute to an increase in the domestic use of imported petroleum resources; or (3) contribute to an aggregate loss of oil and natural gas receipts.","American Energy and Western Jobs Act - Rescinds Bureau of Land Management (BLM) Instruction Memoranda numbered 2010-117 (Oil and Gas Leasing Reform  Land Use Planning and Lease Parcel Reviews) and 2010-118 (Energy Policy Act Section 390 Categorical Exclusion Policy Revision), issued on May 17, 2010, and declares that they shall have no force or effect. Amends the Mineral Leasing Act to direct the Secretary of the Interior, before modifying and implementing any onshore oil or natural gas prel..."
326,hr5313-111,hr5313,hr,H.R.5313,https://api.propublica.org/congress/v1/111/bills/hr5313.json,"To direct the Secretary of the Interior to require offshore oil rigs to install acoustic control systems, and for other purposes.",Offshore Safety and Response Improvement Act,S001179,https://api.propublica.org/congress/v1/members/S001179.json,Rep.,Aaron Schock,IL,R,2010-05-13,5,"{'R': 4, 'D': 1}",House Natural Resources; House Transportation and Infrastructure,[],[],Energy,2010-05-17,Referred to the Subcommittee on Energy and Mineral Resources.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5313,https://www.govtrack.us/congress/bills/111/hr5313,,,"Offshore Safety and Response Improvement Act - Directs the Secretary of the Interior to study acoustic control systems for offshore oil rigs and to promulgate regulations that: (1) identify approved acoustic control systems for such rigs; and (2) require certain lessees using an offshore oil rig to install such systems within two years after publication of the regulations. Directs the Secretary, in lieu of such actions, to submit to Congress, and make available to the public, a report describing in detail the reasons acoustic control systems are not necessary for offshore oil rigs. Directs the President, acting through the Administrator of the Environmental Protection Agency (EPA), to revise the National Contingency Plan developed under the Federal Water Pollution Control Act to include specific response procedures for various predetermined scenarios and conditions relating to oil discharges, including the location and amount of a discharge, and the length of time that has elapsed since a discharge occurred. Directs the EPA Administrator and the Secretary jointly to review and report to Congress on oil spill removal technologies, including: (1) those used in federal responses; (2) those that are available worldwide and in development; and (3) investments by the EPA and the Department of the Interior in the development of improved oil spill removal technologies and methods.","Offshore Safety and Response Improvement Act - Directs the Secretary of the Interior to study acoustic control systems for offshore oil rigs and to promulgate regulations that: (1) identify approved acoustic control systems for such rigs; and (2) require certain lessees using an offshore oil rig to install such systems within two years after publication of the regulations. Directs the Secretary, in lieu of such actions, to submit to Congress, and make available to the public, a report describ..."
327,hr5287-111,hr5287,hr,H.R.5287,https://api.propublica.org/congress/v1/111/bills/hr5287.json,To amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf of the Atlantic Ocean and Gulf of Mexico.,East Coast and Gulf Coast Ocean Protection Act of 2010,B000911,https://api.propublica.org/congress/v1/members/B000911.json,Rep.,Corrine Brown,FL,D,2010-05-12,0,{},House Natural Resources,[],[],Energy,2010-05-14,Referred to the Subcommittee on Energy and Mineral Resources.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5287,https://www.govtrack.us/congress/bills/111/hr5287,,,"East Coast and Gulf Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area on the outer Continental Shelf of the Atlantic Ocean or the Gulf of Mexico.","East Coast and Gulf Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area on the outer Continental Shelf of the Atlantic Ocean or the Gulf of Mexico."
328,s3358-111,s3358,s,S.3358,https://api.propublica.org/congress/v1/111/bills/s3358.json,"A bill to amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf off the coast of California, Oregon, and Washington.",West Coast Ocean Protection Act of 2010,B000711,https://api.propublica.org/congress/v1/members/B000711.json,Sen.,Barbara Boxer,CA,D,2010-05-13,6,{'D': 6},Senate Energy and Natural Resources,[],[],Energy,2010-05-13,Read twice and referred to the Committee on Energy and Natural Resources.,,,,,,https://www.congress.gov/bill/111th-congress/senate-bill/3358,https://www.govtrack.us/congress/bills/111/s3358,,,"West Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area of the outer Continental Shelf off the coast of California, Oregon, or Washington.","West Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area of the outer Continental Shelf off the coast of California, Oregon, or Washington."
329,sres523-111,sres523,sres,S.RES.523,https://api.propublica.org/congress/v1/111/bills/sres523.json,"A resolution honoring the crew members who perished aboard the off-shore oil rig, Deepwater Horizon, and extending the condolences of the Senate to the families and loved ones of the deceased crew members.",,L000550,https://api.propublica.org/congress/v1/members/L000550.json,Sen.,Mary L. Landrieu,LA,D,2010-05-12,10,"{'R': 8, 'D': 2}",,[],[],Energy,2010-05-12,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent.",,,,,,https://www.congress.gov/bill/111th-congress/senate-resolution/523,https://www.govtrack.us/congress/bills/111/sres523,,,"Honors the crew members who perished aboard the offshore oil rig, Deepwater Horizon. Expresses the sincere condolences of the Senate to the families and loved ones of the deceased crew members.","Honors the crew members who perished aboard the offshore oil rig, Deepwater Horizon. Expresses the sincere condolences of the Senate to the families and loved ones of the deceased crew members."
330,hr5267-111,hr5267,hr,H.R.5267,https://api.propublica.org/congress/v1/111/bills/hr5267.json,To amend the Gulf of Mexico Energy Security Act of 2006 to accelerate the increase in the amount of Gulf of Mexico oil and gas lease revenues that is shared with States.,,C001079,https://api.propublica.org/congress/v1/members/C001079.json,Rep.,Anh Cao,LA,R,2010-05-11,0,{},House Natural Resources,[],[],Energy,2010-05-12,Referred to the Subcommittee on Energy and Mineral Resources.,,,,,,https://www.congress.gov/bill/111th-congress/house-bill/5267,https://www.govtrack.us/congress/bills/111/hr5267,,,Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2011 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share).,Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2011 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share).
